x-position,y-position,x-velocity,y-velocity,x-observable,y-observable
-7987.40,14331.00,0.90,4.60,-7987.84,14329.18
-7986.50,14335.60,0.90,4.60,-7986.33,14336.89
-7985.60,14340.20,0.90,4.60,-7984.82,14341.02
-7984.70,14344.70,0.90,4.50,-7985.32,14344.95
-7983.80,14349.10,0.90,4.40,-7986.22,14348.86
-7983.00,14353.40,0.80,4.30,-7982.92,14354.00
-7982.10,14357.70,0.90,4.30,-7982.13,14357.62
-7981.30,14362.00,0.80,4.30,-7979.26,14363.96
-7980.50,14366.40,0.80,4.40,-7979.70,14365.83
-7979.70,14370.70,0.80,4.30,-7978.76,14371.06
-7978.90,14375.00,0.80,4.30,-7978.30,14373.08
-7978.20,14379.30,0.70,4.30,-7978.90,14379.24
-7977.50,14383.50,0.70,4.20,-7977.60,14383.18
-7976.80,14387.70,0.70,4.20,-7976.77,14386.39
-7976.00,14391.90,0.80,4.20,-7974.48,14392.20
-7975.20,14396.10,0.80,4.20,-7974.44,14396.70
-7974.40,14400.40,0.80,4.30,-7976.25,14401.38
-7973.60,14404.70,0.80,4.30,-7972.24,14405.33
-7972.70,14409.00,0.90,4.30,-7973.34,14408.74
-7971.70,14413.40,1.00,4.40,-7971.41,14413.42
-7970.60,14417.80,1.10,4.40,-7968.53,14418.31
-7969.50,14422.20,1.10,4.40,-7971.25,14423.93
-7968.50,14426.60,1.00,4.40,-7967.29,14426.03
-7967.50,14430.90,1.00,4.30,-7968.17,14432.79
-7966.50,14435.20,1.00,4.30,-7966.90,14433.86
-7965.40,14439.60,1.10,4.40,-7965.00,14438.39
-7964.30,14444.00,1.10,4.40,-7964.76,14443.46
-7963.20,14448.40,1.10,4.40,-7965.70,14448.78
-7962.10,14452.90,1.10,4.50,-7961.13,14451.52
-7961.00,14457.40,1.10,4.50,-7960.85,14459.30
-7959.80,14461.90,1.20,4.50,-7959.28,14462.14
-7958.60,14466.40,1.20,4.50,-7959.12,14465.74
-7957.40,14470.90,1.20,4.50,-7957.16,14470.35
-7956.10,14475.40,1.30,4.50,-7954.92,14475.10
-7954.80,14479.90,1.30,4.50,-7954.73,14479.85
-7953.60,14484.40,1.20,4.50,-7953.31,14484.41
-7952.40,14488.90,1.20,4.50,-7953.25,14486.78
-7951.30,14493.40,1.10,4.50,-7953.47,14494.52
-7950.20,14497.90,1.10,4.50,-7948.91,14498.99
-7949.00,14502.40,1.20,4.50,-7948.14,14503.54
-7947.80,14506.90,1.20,4.50,-7949.50,14507.11
-7946.60,14511.40,1.20,4.50,-7945.04,14510.58
-7945.40,14516.00,1.20,4.60,-7945.93,14516.50
-7944.30,14520.50,1.10,4.50,-7945.26,14520.58
-7943.30,14524.90,1.00,4.40,-7943.94,14525.46
-7942.30,14529.40,1.00,4.50,-7942.17,14529.39
-7941.40,14533.80,0.90,4.40,-7941.31,14534.38
-7940.50,14538.30,0.90,4.50,-7940.73,14537.85
-7939.60,14542.90,0.90,4.60,-7939.62,14542.19
-7938.70,14547.50,0.90,4.60,-7938.72,14547.60
-7937.70,14552.10,1.00,4.60,-7937.94,14552.00
-7936.70,14556.60,1.00,4.50,-7936.86,14555.62
-7935.70,14561.00,1.00,4.40,-7937.82,14559.85
-7934.80,14565.40,0.90,4.40,-7934.12,14565.23
-7933.90,14569.80,0.90,4.40,-7934.67,14570.27
-7933.10,14574.20,0.80,4.40,-7933.69,14575.41
-7932.30,14578.60,0.80,4.40,-7930.41,14579.36
-7931.60,14582.90,0.70,4.30,-7932.18,14581.94
-7930.90,14587.30,0.70,4.40,-7930.84,14587.31
-7930.30,14591.80,0.60,4.50,-7929.38,14591.16
-7929.70,14596.30,0.60,4.50,-7928.99,14595.95
-7929.10,14600.80,0.60,4.50,-7930.39,14599.27
-7928.50,14605.30,0.60,4.50,-7928.63,14607.40
-7927.90,14609.80,0.60,4.50,-7928.47,14610.35
-7927.30,14614.40,0.60,4.60,-7928.00,14613.63
-7926.70,14619.00,0.60,4.60,-7925.83,14618.28
-7926.10,14623.60,0.60,4.60,-7927.48,14623.56
-7925.50,14628.10,0.60,4.50,-7926.06,14629.03
-7924.90,14632.60,0.60,4.50,-7924.30,14633.67
-7924.40,14637.10,0.50,4.50,-7923.06,14636.00
-7924.00,14641.50,0.40,4.40,-7925.42,14642.02
-7923.60,14645.90,0.40,4.40,-7924.97,14646.64
-7923.20,14650.40,0.40,4.50,-7922.31,14648.93
-7922.70,14654.90,0.50,4.50,-7922.03,14653.38
-7922.20,14659.40,0.50,4.50,-7923.80,14660.97
-7921.60,14663.90,0.60,4.50,-7920.30,14664.66
-7921.00,14668.40,0.60,4.50,-7918.29,14668.03
-7920.30,14672.90,0.70,4.50,-7920.05,14672.79
-7919.60,14677.40,0.70,4.50,-7919.93,14677.20
-7919.00,14681.90,0.60,4.50,-7920.39,14683.65
-7918.30,14686.40,0.70,4.50,-7919.53,14687.01
-7917.70,14691.00,0.60,4.60,-7918.59,14692.44
-7917.10,14695.50,0.60,4.50,-7918.56,14695.53
-7916.50,14700.00,0.60,4.50,-7918.72,14698.69
-7916.00,14704.40,0.50,4.40,-7914.77,14704.04
-7915.50,14708.80,0.50,4.40,-7916.04,14707.52
-7915.00,14713.30,0.50,4.50,-7916.01,14713.00
-7914.40,14717.80,0.60,4.50,-7915.22,14720.20
-7913.70,14722.30,0.70,4.50,-7914.21,14724.37
-7912.90,14726.80,0.80,4.50,-7913.97,14728.20
-7912.10,14731.20,0.80,4.40,-7913.17,14731.51
-7911.30,14735.50,0.80,4.30,-7911.98,14736.35
-7910.50,14739.70,0.80,4.20,-7911.57,14740.54
-7909.70,14743.80,0.80,4.10,-7908.15,14743.35
-7908.90,14747.90,0.80,4.10,-7907.65,14747.87
-7908.20,14752.00,0.70,4.10,-7907.66,14751.66
-7907.60,14756.10,0.60,4.10,-7907.35,14754.83
-7906.90,14760.20,0.70,4.10,-7907.85,14759.72
-7906.30,14764.30,0.60,4.10,-7905.69,14766.55
-7905.70,14768.30,0.60,4.00,-7907.07,14769.26
-7905.10,14772.30,0.60,4.00,-7904.76,14770.69
-7904.50,14776.30,0.60,4.00,-7905.19,14776.34
-7903.90,14780.40,0.60,4.10,-7906.32,14781.08
-7903.30,14784.50,0.60,4.10,-7904.55,14784.70
-7902.60,14788.50,0.70,4.00,-7901.75,14788.95
-7902.00,14792.50,0.60,4.00,-7903.55,14791.08
-7901.50,14796.50,0.50,4.00,-7902.26,14795.16
-7900.90,14800.40,0.60,3.90,-7900.55,14799.56
-7900.20,14804.20,0.70,3.80,-7899.61,14805.05
-7899.40,14808.00,0.80,3.80,-7899.60,14805.71
-7898.70,14811.80,0.70,3.80,-7897.64,14811.61
-7898.00,14815.50,0.70,3.70,-7897.21,14815.30
-7897.30,14819.30,0.70,3.80,-7896.33,14819.65
-7896.70,14823.10,0.60,3.80,-7898.17,14823.85
-7896.10,14827.00,0.60,3.90,-7896.51,14826.24
-7895.50,14830.90,0.60,3.90,-7896.17,14832.01
-7894.90,14834.90,0.60,4.00,-7893.53,14834.51
-7894.20,14838.80,0.70,3.90,-7894.06,14838.57
-7893.60,14842.70,0.60,3.90,-7892.77,14840.16
-7893.00,14846.60,0.60,3.90,-7894.99,14846.34
-7892.40,14850.50,0.60,3.90,-7891.99,14851.76
-7891.80,14854.50,0.60,4.00,-7890.56,14854.03
-7891.10,14858.50,0.70,4.00,-7892.71,14859.45
-7890.50,14862.50,0.60,4.00,-7890.49,14862.82
-7889.90,14866.60,0.60,4.10,-7889.43,14863.59
-7889.30,14870.70,0.60,4.10,-7889.44,14872.85
-7888.70,14874.80,0.60,4.10,-7890.50,14874.62
-7888.10,14878.90,0.60,4.10,-7886.94,14878.87
-7887.40,14883.00,0.70,4.10,-7887.44,14882.91
-7886.70,14887.10,0.70,4.10,-7888.20,14886.18
-7885.90,14891.30,0.80,4.20,-7886.38,14889.83
-7885.10,14895.50,0.80,4.20,-7887.23,14895.81
-7884.30,14899.70,0.80,4.20,-7883.96,14901.00
-7883.60,14903.90,0.70,4.20,-7883.26,14904.65
-7883.00,14908.20,0.60,4.30,-7884.40,14908.85
-7882.50,14912.50,0.50,4.30,-7882.12,14912.35
-7882.10,14916.80,0.40,4.30,-7881.09,14913.99
-7881.70,14921.00,0.40,4.20,-7880.51,14921.96
-7881.30,14925.20,0.40,4.20,-7881.19,14925.27
-7880.90,14929.40,0.40,4.20,-7879.18,14929.10
-7880.50,14933.60,0.40,4.20,-7879.84,14933.91
-7880.10,14937.80,0.40,4.20,-7878.00,14937.18
-7879.80,14942.10,0.30,4.30,-7878.65,14942.47
-7879.50,14946.40,0.30,4.30,-7881.83,14946.52
-7879.20,14950.70,0.30,4.30,-7879.41,14948.92
-7878.90,14955.00,0.30,4.30,-7879.33,14954.10
-7878.50,14959.30,0.40,4.30,-7878.73,14960.31
-7878.10,14963.50,0.40,4.20,-7877.59,14965.10
-7877.70,14967.70,0.40,4.20,-7877.53,14969.10
-7877.20,14971.90,0.50,4.20,-7877.38,14972.80
-7876.70,14976.10,0.50,4.20,-7877.17,14976.41
-7876.20,14980.30,0.50,4.20,-7877.02,14980.08
-7875.70,14984.50,0.50,4.20,-7874.69,14985.45
-7875.20,14988.70,0.50,4.20,-7875.36,14988.63
-7874.60,14992.90,0.60,4.20,-7874.65,14990.40
-7874.00,14997.20,0.60,4.30,-7874.64,14998.22
-7873.40,15001.50,0.60,4.30,-7873.75,15001.24
-7872.80,15005.70,0.60,4.20,-7872.79,15005.51
-7872.20,15010.00,0.60,4.30,-7871.58,15010.48
-7871.70,15014.40,0.50,4.40,-7870.40,15014.89
-7871.20,15018.80,0.50,4.40,-7870.75,15017.55
-7870.70,15023.10,0.50,4.30,-7871.22,15024.35
-7870.20,15027.30,0.50,4.20,-7870.62,15028.16
-7869.80,15031.40,0.40,4.10,-7871.72,15032.23
-7869.30,15035.50,0.50,4.10,-7869.82,15036.39
-7868.80,15039.60,0.50,4.10,-7867.15,15040.32
-7868.20,15043.60,0.60,4.00,-7867.59,15043.65
-7867.60,15047.50,0.60,3.90,-7865.72,15048.06
-7866.90,15051.40,0.70,3.90,-7865.39,15049.87
-7866.30,15055.30,0.60,3.90,-7867.12,15055.08
-7865.60,15059.20,0.70,3.90,-7865.10,15059.39
-7864.90,15063.00,0.70,3.80,-7863.76,15062.51
-7864.30,15066.70,0.60,3.70,-7863.18,15065.75
-7863.70,15070.30,0.60,3.60,-7863.74,15070.07
-7863.10,15074.00,0.60,3.70,-7861.95,15075.09
-7862.60,15077.80,0.50,3.80,-7863.51,15078.44
-7862.10,15081.60,0.50,3.80,-7861.84,15082.66
-7861.60,15085.40,0.50,3.80,-7860.52,15086.23
-7861.10,15089.30,0.50,3.90,-7860.93,15090.30
-7860.50,15093.20,0.60,3.90,-7860.04,15094.35
-7859.90,15097.20,0.60,4.00,-7859.34,15095.18
-7859.30,15101.30,0.60,4.10,-7858.40,15100.76
-7858.80,15105.40,0.50,4.10,-7858.56,15105.32
-7858.30,15109.60,0.50,4.20,-7859.10,15109.72
-7857.80,15113.80,0.50,4.20,-7857.97,15112.97
-7857.20,15118.00,0.60,4.20,-7856.53,15117.88
-7856.70,15122.30,0.50,4.30,-7858.65,15122.88
-7856.10,15126.60,0.60,4.30,-7856.32,15126.60
-7855.50,15130.80,0.60,4.20,-7854.73,15130.75
-7854.90,15134.90,0.60,4.10,-7853.45,15134.94
-7854.30,15139.00,0.60,4.10,-7852.01,15140.17
-7853.70,15143.10,0.60,4.10,-7854.03,15142.45
-7853.10,15147.20,0.60,4.10,-7852.92,15146.72
-7852.50,15151.30,0.60,4.10,-7851.56,15151.03
-7851.80,15155.40,0.70,4.10,-7850.23,15157.05
-7851.10,15159.60,0.70,4.20,-7851.87,15160.01
-7850.40,15163.90,0.70,4.30,-7851.27,15163.45
-7849.70,15168.20,0.70,4.30,-7850.52,15167.71
-7849.00,15172.40,0.70,4.20,-7849.66,15173.59
-7848.20,15176.60,0.80,4.20,-7848.82,15177.39
-7847.30,15180.90,0.90,4.30,-7846.31,15181.27
-7846.50,15185.20,0.80,4.30,-7845.97,15186.08
-7845.70,15189.60,0.80,4.40,-7845.63,15190.01
-7844.90,15194.00,0.80,4.40,-7844.86,15193.81
-7844.00,15198.40,0.90,4.40,-7844.21,15199.08
-7843.10,15202.70,0.90,4.30,-7842.98,15201.96
-7842.20,15207.00,0.90,4.30,-7842.91,15207.60
-7841.30,15211.20,0.90,4.20,-7841.86,15210.87
-7840.40,15215.30,0.90,4.10,-7839.02,15216.33
-7839.60,15219.40,0.80,4.10,-7838.91,15218.96
-7838.80,15223.50,0.80,4.10,-7836.51,15225.61
-7838.10,15227.70,0.70,4.20,-7837.13,15226.57
-7837.30,15231.90,0.80,4.20,-7836.06,15231.59
-7836.50,15236.10,0.80,4.20,-7836.37,15235.37
-7835.60,15240.20,0.90,4.10,-7834.44,15239.44
-7834.70,15244.30,0.90,4.10,-7833.61,15246.06
-7833.70,15248.40,1.00,4.10,-7835.21,15246.14
-7832.70,15252.60,1.00,4.20,-7831.36,15255.08
-7831.80,15256.80,0.90,4.20,-7831.84,15255.25
-7830.90,15261.10,0.90,4.30,-7830.43,15260.67
-7829.90,15265.50,1.00,4.40,-7830.63,15265.75
-7828.80,15269.80,1.10,4.30,-7830.00,15271.28
-7827.70,15274.10,1.10,4.30,-7829.19,15274.71
-7826.60,15278.50,1.10,4.40,-7825.40,15277.94
-7825.50,15282.90,1.10,4.40,-7826.94,15284.26
-7824.30,15287.30,1.20,4.40,-7823.17,15286.30
-7823.10,15291.60,1.20,4.30,-7822.76,15291.41
-7821.90,15295.90,1.20,4.30,-7821.06,15295.53
-7820.80,15300.30,1.10,4.40,-7820.28,15300.94
-7819.70,15304.80,1.10,4.50,-7818.30,15304.59
-7818.50,15309.30,1.20,4.50,-7817.71,15308.88
-7817.30,15313.80,1.20,4.50,-7816.62,15313.74
-7816.10,15318.40,1.20,4.60,-7816.22,15318.02
-7814.90,15323.00,1.20,4.60,-7815.23,15324.43
-7813.80,15327.60,1.10,4.60,-7812.54,15328.31
-7812.70,15332.10,1.10,4.50,-7812.23,15330.93
-7811.70,15336.60,1.00,4.50,-7810.78,15337.05
-7810.80,15341.00,0.90,4.40,-7810.30,15340.46
-7810.00,15345.40,0.80,4.40,-7810.19,15344.85
-7809.20,15349.70,0.80,4.30,-7809.57,15349.94
-7808.50,15354.00,0.70,4.30,-7809.83,15354.19
-7807.90,15358.40,0.60,4.40,-7808.69,15359.44
-7807.40,15362.80,0.50,4.40,-7807.69,15361.59
-7806.90,15367.20,0.50,4.40,-7805.81,15366.05
-7806.40,15371.70,0.50,4.50,-7806.16,15371.90
-7806.00,15376.10,0.40,4.40,-7804.07,15374.97
-7805.60,15380.50,0.40,4.40,-7805.49,15382.06
-7805.20,15385.00,0.40,4.50,-7803.80,15384.13
-7804.70,15389.50,0.50,4.50,-7803.88,15389.08
-7804.30,15394.00,0.40,4.50,-7802.98,15394.02
-7803.80,15398.50,0.50,4.50,-7805.45,15397.25
-7803.40,15403.00,0.40,4.50,-7804.28,15403.82
-7803.10,15407.60,0.30,4.60,-7803.18,15407.65
-7802.80,15412.10,0.30,4.50,-7801.75,15412.88
-7802.50,15416.60,0.30,4.50,-7801.02,15418.63
-7802.30,15421.20,0.20,4.60,-7801.57,15420.31
-7802.10,15425.80,0.20,4.60,-7803.30,15425.97
-7802.00,15430.40,0.10,4.60,-7801.28,15429.90
-7801.90,15435.10,0.10,4.70,-7802.96,15433.13
-7801.90,15439.80,0.00,4.70,-7802.23,15439.84
-7801.90,15444.60,0.00,4.80,-7802.45,15445.04
-7801.90,15449.40,0.00,4.80,-7800.95,15449.58
-7801.90,15454.30,0.00,4.90,-7801.85,15454.20
-7801.80,15459.30,0.10,5.00,-7801.76,15458.46
-7801.70,15464.30,0.10,5.00,-7800.18,15464.09
-7801.60,15469.30,0.10,5.00,-7801.27,15469.26
-7801.40,15474.30,0.20,5.00,-7800.36,15475.64
-7801.10,15479.20,0.30,4.90,-7800.27,15478.83
-7800.80,15484.10,0.30,4.90,-7801.67,15483.39
-7800.50,15489.00,0.30,4.90,-7802.71,15488.70
-7800.20,15493.90,0.30,4.90,-7799.03,15492.49
-7799.80,15498.80,0.40,4.90,-7800.37,15498.80
-7799.30,15503.70,0.50,4.90,-7800.85,15502.53
-7798.70,15508.70,0.60,5.00,-7800.05,15510.26
-7798.10,15513.80,0.60,5.10,-7798.42,15514.70
-7797.40,15518.90,0.70,5.10,-7795.41,15518.19
-7796.60,15524.10,0.80,5.20,-7795.55,15522.18
-7795.90,15529.30,0.70,5.20,-7794.61,15530.62
-7795.20,15534.40,0.70,5.10,-7794.58,15535.80
-7794.50,15539.50,0.70,5.10,-7794.28,15537.80
-7793.90,15544.60,0.60,5.10,-7795.46,15544.94
-7793.30,15549.70,0.60,5.10,-7794.43,15549.15
-7792.70,15554.80,0.60,5.10,-7793.85,15555.00
-7792.10,15559.90,0.60,5.10,-7792.72,15559.82
-7791.50,15565.00,0.60,5.10,-7791.75,15564.36
-7790.90,15570.00,0.60,5.00,-7789.57,15570.14
-7790.20,15575.00,0.70,5.00,-7789.65,15574.93
-7789.50,15580.00,0.70,5.00,-7789.06,15580.93
-7788.80,15584.90,0.70,4.90,-7789.66,15583.59
-7788.10,15589.80,0.70,4.90,-7787.73,15591.91
-7787.40,15594.70,0.70,4.90,-7787.12,15593.35
-7786.60,15599.60,0.80,4.90,-7787.00,15598.93
-7785.80,15604.50,0.80,4.90,-7786.65,15603.34
-7785.00,15609.40,0.80,4.90,-7784.24,15610.15
-7784.20,15614.40,0.80,5.00,-7781.66,15615.16
-7783.40,15619.40,0.80,5.00,-7782.83,15619.96
-7782.50,15624.30,0.90,4.90,-7782.55,15623.59
-7781.60,15629.20,0.90,4.90,-7782.08,15629.58
-7780.70,15634.20,0.90,5.00,-7782.45,15634.06
-7779.80,15639.10,0.90,4.90,-7781.52,15639.39
-7778.80,15644.00,1.00,4.90,-7780.35,15643.92
-7777.90,15649.00,0.90,5.00,-7776.72,15649.10
-7777.10,15654.00,0.80,5.00,-7778.12,15654.97
-7776.30,15659.00,0.80,5.00,-7776.63,15660.05
-7775.60,15664.10,0.70,5.10,-7775.63,15663.48
-7774.90,15669.20,0.70,5.10,-7774.88,15669.86
-7774.20,15674.40,0.70,5.20,-7775.44,15674.55
-7773.40,15679.50,0.80,5.10,-7773.37,15677.26
-7772.60,15684.60,0.80,5.10,-7771.20,15682.95
-7771.70,15689.60,0.90,5.00,-7774.05,15689.37
-7770.80,15694.60,0.90,5.00,-7770.34,15693.36
-7769.90,15699.60,0.90,5.00,-7767.98,15699.04
-7768.90,15704.60,1.00,5.00,-7769.98,15705.12
-7767.90,15709.60,1.00,5.00,-7770.03,15709.83
-7766.80,15714.50,1.10,4.90,-7764.15,15715.59
-7765.70,15719.50,1.10,5.00,-7767.49,15719.97
-7764.50,15724.50,1.20,5.00,-7766.22,15725.72
-7763.40,15729.50,1.10,5.00,-7764.26,15729.96
-7762.30,15734.50,1.10,5.00,-7762.39,15734.11
-7761.30,15739.60,1.00,5.10,-7760.43,15740.62
-7760.30,15744.60,1.00,5.00,-7760.27,15744.30
-7759.30,15749.50,1.00,4.90,-7760.62,15751.48
-7758.20,15754.50,1.10,5.00,-7757.85,15755.38
-7757.10,15759.50,1.10,5.00,-7757.23,15758.70
-7756.00,15764.50,1.10,5.00,-7758.41,15762.58
-7754.80,15769.50,1.20,5.00,-7754.82,15768.47
-7753.60,15774.50,1.20,5.00,-7755.15,15773.37
-7752.40,15779.40,1.20,4.90,-7752.08,15778.79
-7751.20,15784.20,1.20,4.80,-7750.65,15784.00
-7750.00,15788.90,1.20,4.70,-7751.13,15790.54
-7748.80,15793.60,1.20,4.70,-7750.05,15793.52
-7747.50,15798.30,1.30,4.70,-7747.83,15798.11
-7746.20,15803.00,1.30,4.70,-7744.62,15802.07
-7745.00,15807.80,1.20,4.80,-7744.13,15808.07
-7743.90,15812.60,1.10,4.80,-7744.71,15813.18
-7742.90,15817.40,1.00,4.80,-7744.22,15817.49
-7741.90,15822.10,1.00,4.70,-7741.79,15822.37
-7740.90,15826.70,1.00,4.60,-7741.35,15826.69
-7739.90,15831.30,1.00,4.60,-7738.89,15831.50
-7738.90,15835.90,1.00,4.60,-7739.22,15836.78
-7738.00,15840.60,0.90,4.70,-7737.49,15841.36
-7737.00,15845.30,1.00,4.70,-7735.97,15844.33
-7735.90,15849.90,1.10,4.60,-7737.22,15849.92
-7734.80,15854.50,1.10,4.60,-7734.77,15855.86
-7733.70,15859.10,1.10,4.60,-7733.25,15859.85
-7732.60,15863.80,1.10,4.70,-7732.31,15863.06
-7731.40,15868.50,1.20,4.70,-7731.65,15867.52
-7730.20,15873.30,1.20,4.80,-7730.64,15873.57
-7728.90,15878.00,1.30,4.70,-7728.85,15878.49
-7727.50,15882.80,1.40,4.80,-7727.78,15883.44
-7726.10,15887.60,1.40,4.80,-7726.40,15888.77
-7724.80,15892.40,1.30,4.80,-7723.99,15893.78
-7723.50,15897.20,1.30,4.80,-7725.11,15896.86
-7722.30,15902.00,1.20,4.80,-7721.87,15901.48
-7721.10,15906.90,1.20,4.90,-7721.45,15907.16
-7720.00,15911.70,1.10,4.80,-7719.96,15909.81
-7718.90,15916.50,1.10,4.80,-7718.73,15916.95
-7717.90,15921.30,1.00,4.80,-7719.13,15921.60
-7716.90,15926.10,1.00,4.80,-7718.65,15925.14
-7715.90,15930.90,1.00,4.80,-7714.32,15930.75
-7714.90,15935.70,1.00,4.80,-7713.71,15936.11
-7713.90,15940.50,1.00,4.80,-7714.44,15941.05
-7712.90,15945.30,1.00,4.80,-7712.55,15945.85
-7711.80,15950.00,1.10,4.70,-7712.34,15949.69
-7710.70,15954.70,1.10,4.70,-7712.74,15954.77
-7709.70,15959.30,1.00,4.60,-7709.39,15959.47
-7708.60,15963.90,1.10,4.60,-7708.67,15964.28
-7707.60,15968.60,1.00,4.70,-7705.43,15968.44
-7706.50,15973.30,1.10,4.70,-7706.08,15974.50
-7705.40,15978.00,1.10,4.70,-7705.80,15977.96
-7704.20,15982.80,1.20,4.80,-7704.78,15983.28
-7703.00,15987.50,1.20,4.70,-7701.96,15987.52
-7701.80,15992.10,1.20,4.60,-7702.18,15991.74
-7700.60,15996.70,1.20,4.60,-7701.41,15995.21
-7699.40,16001.30,1.20,4.60,-7700.34,16001.42
-7698.20,16005.90,1.20,4.60,-7698.82,16005.45
-7696.90,16010.50,1.30,4.60,-7698.03,16008.91
-7695.50,16015.00,1.40,4.50,-7696.25,16014.46
-7694.10,16019.50,1.40,4.50,-7693.65,16021.94
-7692.70,16023.90,1.40,4.40,-7691.88,16023.41
-7691.30,16028.30,1.40,4.40,-7690.99,16027.81
-7689.90,16032.70,1.40,4.40,-7691.89,16032.59
-7688.50,16037.10,1.40,4.40,-7688.65,16036.57
-7687.10,16041.50,1.40,4.40,-7686.24,16041.96
-7685.60,16045.90,1.50,4.40,-7683.72,16046.39
-7684.10,16050.30,1.50,4.40,-7683.30,16049.44
-7682.70,16054.60,1.40,4.30,-7683.76,16055.40
-7681.20,16058.90,1.50,4.30,-7680.73,16058.09
-7679.70,16063.10,1.50,4.20,-7680.15,16063.31
-7678.20,16067.30,1.50,4.20,-7679.60,16067.93
-7676.80,16071.40,1.40,4.10,-7678.15,16070.07
-7675.50,16075.50,1.30,4.10,-7675.84,16075.42
-7674.20,16079.60,1.30,4.10,-7674.85,16079.22
-7672.90,16083.80,1.30,4.20,-7673.08,16083.60
-7671.70,16088.00,1.20,4.20,-7669.86,16088.36
-7670.50,16092.20,1.20,4.20,-7670.59,16091.08
-7669.40,16096.30,1.10,4.10,-7669.52,16097.86
-7668.40,16100.40,1.00,4.10,-7668.38,16099.51
-7667.50,16104.50,0.90,4.10,-7667.82,16105.59
-7666.60,16108.60,0.90,4.10,-7665.83,16109.15
-7665.80,16112.70,0.80,4.10,-7664.78,16112.33
-7665.00,16116.80,0.80,4.10,-7663.93,16116.71
-7664.20,16120.90,0.80,4.10,-7663.81,16120.62
-7663.40,16125.00,0.80,4.10,-7662.75,16125.08
-7662.50,16129.10,0.90,4.10,-7662.28,16129.55
-7661.50,16133.20,1.00,4.10,-7661.88,16132.66
-7660.50,16137.40,1.00,4.20,-7662.02,16139.02
-7659.50,16141.50,1.00,4.10,-7660.19,16141.43
-7658.40,16145.60,1.10,4.10,-7660.00,16146.34
-7657.30,16149.70,1.10,4.10,-7658.97,16149.64
-7656.20,16153.90,1.10,4.20,-7656.61,16153.24
-7655.00,16158.00,1.20,4.10,-7654.99,16157.26
-7653.70,16162.10,1.30,4.10,-7653.61,16162.13
-7652.30,16166.20,1.40,4.10,-7652.08,16166.98
-7650.80,16170.30,1.50,4.10,-7651.69,16170.84
-7649.30,16174.40,1.50,4.10,-7648.89,16174.70
-7647.80,16178.50,1.50,4.10,-7647.84,16178.88
-7646.30,16182.70,1.50,4.20,-7647.88,16183.02
-7644.90,16186.90,1.40,4.20,-7644.48,16186.28
-7643.50,16191.10,1.40,4.20,-7643.87,16190.40
-7642.10,16195.30,1.40,4.20,-7643.98,16195.12
-7640.70,16199.60,1.40,4.30,-7640.91,16198.11
-7639.30,16203.80,1.40,4.20,-7639.17,16205.16
-7638.00,16208.00,1.30,4.20,-7636.75,16208.63
-7636.80,16212.20,1.20,4.20,-7635.40,16211.68
-7635.60,16216.50,1.20,4.30,-7634.99,16216.60
-7634.40,16220.80,1.20,4.30,-7634.01,16221.20
-7633.10,16225.10,1.30,4.30,-7634.51,16225.91
-7631.80,16229.40,1.30,4.30,-7632.29,16227.86
-7630.50,16233.70,1.30,4.30,-7632.14,16233.88
-7629.20,16238.00,1.30,4.30,-7629.07,16237.36
-7628.00,16242.20,1.20,4.20,-7628.87,16242.47
-7626.80,16246.40,1.20,4.20,-7626.24,16246.63
-7625.60,16250.60,1.20,4.20,-7625.56,16250.53
-7624.40,16254.80,1.20,4.20,-7625.93,16254.96
-7623.30,16258.90,1.10,4.10,-7622.21,16260.16
-7622.10,16263.00,1.20,4.10,-7624.88,16264.33
-7620.80,16267.10,1.30,4.10,-7619.82,16265.98
-7619.50,16271.10,1.30,4.00,-7620.40,16271.46
-7618.10,16275.10,1.40,4.00,-7618.77,16274.06
-7616.80,16279.10,1.30,4.00,-7616.44,16277.77
-7615.50,16283.00,1.30,3.90,-7615.71,16284.57
-7614.10,16286.90,1.40,3.90,-7615.76,16287.41
-7612.70,16290.80,1.40,3.90,-7613.02,16291.17
-7611.30,16294.70,1.40,3.90,-7610.68,16293.98
-7609.80,16298.50,1.50,3.80,-7608.28,16299.32
-7608.30,16302.30,1.50,3.80,-7608.82,16303.74
-7606.80,16306.10,1.50,3.80,-7606.32,16305.57
-7605.20,16310.00,1.60,3.90,-7605.27,16311.00
-7603.50,16313.90,1.70,3.90,-7604.97,16312.73
-7601.80,16317.80,1.70,3.90,-7602.72,16317.70
-7600.20,16321.70,1.60,3.90,-7599.13,16320.49
-7598.50,16325.50,1.70,3.80,-7597.88,16327.94
-7596.80,16329.30,1.70,3.80,-7595.87,16329.88
-7595.00,16333.10,1.80,3.80,-7592.96,16334.22
-7593.20,16336.90,1.80,3.80,-7591.42,16334.77
-7591.40,16340.70,1.80,3.80,-7590.13,16341.27
-7589.50,16344.50,1.90,3.80,-7590.33,16344.73
-7587.70,16348.20,1.80,3.70,-7589.15,16349.78
-7586.00,16351.80,1.70,3.60,-7586.00,16352.60
-7584.30,16355.40,1.70,3.60,-7583.53,16354.32
-7582.50,16358.90,1.80,3.50,-7583.34,16359.72
-7580.80,16362.50,1.70,3.60,-7580.71,16363.99
-7579.00,16366.10,1.80,3.60,-7577.47,16367.55
-7577.30,16369.80,1.70,3.70,-7576.80,16368.87
